Block No	Threads	Block Size	Williams Time
18005180	16	124	0.639000ms
18005181	16	138	0.343000ms
18005182	16	123	0.686000ms
18005183	16	116	0.302000ms
18005184	16	159	1.022000ms
18005185	16	98	1.143000ms
18005186	16	73	0.240000ms
18005187	16	205	0.743000ms
18005188	16	151	0.342000ms
18005189	16	113	0.710000ms
18005190	16	123	0.276000ms
18005191	16	122	0.262000ms
18005192	16	41	0.958000ms
18005193	16	185	0.364000ms
18005194	16	109	0.677000ms
18005195	16	118	0.772000ms
18005196	16	122	0.314000ms
18005197	16	112	1.155000ms
18005198	16	128	0.322000ms
18005199	16	113	0.746000ms
18005200	16	103	1.019000ms
18005201	16	147	0.361000ms
18005202	16	145	0.310000ms
18005203	16	123	0.292000ms
18005204	16	94	0.493000ms
18005205	16	118	0.605000ms
18005206	16	125	0.625000ms
18005207	16	119	1.122000ms
18005208	16	102	0.297000ms
18005209	16	118	0.799000ms
18005210	16	110	0.325000ms
18005211	16	116	1.007000ms
18005212	16	107	0.273000ms
18005213	16	60	0.716000ms
18005214	16	155	1.028000ms
18005215	16	95	0.290000ms
18005216	16	131	0.716000ms
18005217	16	129	0.328000ms
18005218	16	118	0.509000ms
18005219	16	124	1.096000ms
18005220	16	123	0.358000ms
18005221	16	67	0.705000ms
18005222	16	131	0.319000ms
18005223	16	187	1.051000ms
18005224	16	127	0.735000ms
18005225	16	114	0.508000ms
18005226	16	92	0.963000ms
18005227	16	116	0.299000ms
18005228	16	134	0.348000ms
18005229	16	97	0.690000ms
18005230	16	114	1.180000ms
18005231	16	100	0.794000ms
18005232	16	114	0.296000ms
18005233	16	123	0.670000ms
18005234	16	138	0.634000ms
18005235	16	123	0.871000ms
18005236	16	103	0.645000ms
18005237	16	83	0.292000ms
18005238	16	105	0.737000ms
18005239	16	106	1.029000ms
18005240	16	111	0.660000ms
18005241	16	127	0.762000ms
18005242	16	108	0.306000ms
18005243	16	145	0.654000ms
18005244	16	126	1.171000ms
18005245	16	96	0.742000ms
18005246	16	99	0.433000ms
18005247	16	133	1.056000ms
18005248	16	146	0.714000ms
18005249	16	102	0.731000ms
18005250	16	87	0.783000ms
18005251	16	80	0.372000ms
18005252	16	140	0.810000ms
18005253	16	109	0.295000ms
18005254	16	121	1.164000ms
18005255	16	121	1.153000ms
18005256	16	103	0.311000ms
18005257	16	131	0.835000ms
18005258	16	96	0.342000ms
18005259	16	101	0.669000ms
18005260	16	125	0.720000ms
18005261	16	114	1.035000ms
18005262	16	93	0.746000ms
18005263	16	139	0.303000ms
18005264	16	106	0.646000ms
18005265	16	152	0.730000ms
18005266	16	101	1.231000ms
18005267	16	97	0.294000ms
18005268	16	438	0.530000ms
18005269	16	114	0.942000ms
18005270	16	163	0.709000ms
18005271	16	135	0.262000ms
18005272	16	117	0.704000ms
18005273	16	153	0.338000ms
18005274	16	119	0.608000ms
18005275	16	120	1.087000ms
18005276	16	120	0.272000ms
18005277	16	124	0.643000ms
18005278	16	124	1.167000ms
18005279	16	121	0.637000ms
18005280	16	158	0.355000ms
18005281	16	133	0.877000ms
18005282	16	199	1.267000ms
18005283	16	88	0.689000ms
18005284	16	115	0.658000ms
18005285	16	105	0.300000ms
18005286	16	137	0.737000ms
18005287	16	145	0.300000ms
18005288	16	111	1.218000ms
18005289	16	96	0.722000ms
18005290	16	111	1.038000ms
18005291	16	114	0.283000ms
18005292	16	146	0.350000ms
18005293	16	81	0.628000ms
18005294	16	157	0.656000ms
18005295	16	87	0.624000ms
18005296	16	131	0.500000ms
18005297	16	121	1.063000ms
18005298	16	115	0.316000ms
18005299	16	146	1.201000ms
18005300	16	122	0.358000ms
18005301	16	135	0.332000ms
18005302	16	135	1.077000ms
18005303	16	151	0.328000ms
18005304	16	133	0.662000ms
18005305	16	120	0.720000ms
18005306	16	121	0.279000ms
18005307	16	103	1.123000ms
18005308	16	81	0.543000ms
18005309	16	118	0.815000ms
18005310	16	104	1.192000ms
18005311	16	90	0.309000ms
18005312	16	99	0.815000ms
18005313	16	97	0.274000ms
18005314	16	135	0.719000ms
18005315	16	111	1.047000ms
18005316	16	95	0.669000ms
18005317	16	128	0.760000ms
18005318	16	96	0.320000ms
18005319	16	185	0.772000ms
18005320	16	98	0.299000ms
18005321	16	120	0.697000ms
18005322	16	124	1.145000ms
18005323	16	117	1.115000ms
18005324	16	123	1.099000ms
18005325	16	92	0.241000ms
18005326	16	103	0.788000ms
18005327	16	101	0.735000ms
18005328	16	122	0.317000ms
18005329	16	101	0.973000ms
18005330	16	121	0.716000ms
18005331	16	101	0.955000ms
18005332	16	114	0.711000ms
18005333	16	132	0.315000ms
18005334	16	89	1.145000ms
18005335	16	98	0.763000ms
18005336	16	116	0.739000ms
18005337	16	113	0.327000ms
18005338	16	97	0.316000ms
18005339	16	109	0.993000ms
18005340	16	101	0.343000ms
18005341	16	99	0.654000ms
18005342	16	97	0.258000ms
18005343	16	116	0.397000ms
18005344	16	87	0.590000ms
18005345	16	143	1.168000ms
18005346	16	98	0.968000ms
18005347	16	93	0.361000ms
18005348	16	101	0.648000ms
18005349	16	110	0.629000ms
18005350	16	115	0.298000ms
18005351	16	123	0.750000ms
18005352	16	92	0.334000ms
18005353	16	116	0.948000ms
18005354	16	63	0.211000ms
18005355	16	145	0.673000ms
18005356	16	114	0.705000ms
18005357	16	115	1.112000ms
18005358	16	111	0.689000ms
18005359	16	115	0.361000ms
18005360	16	136	0.601000ms
18005361	16	102	1.073000ms
18005362	16	139	0.310000ms
18005363	16	128	0.695000ms
18005364	16	100	0.267000ms
18005365	16	132	1.001000ms
18005366	16	117	0.293000ms
18005367	16	150	1.237000ms
18005368	16	110	0.988000ms
18005369	16	156	0.379000ms
18005370	16	138	1.110000ms
18005371	16	133	0.308000ms
18005372	16	120	0.758000ms
18005373	16	182	1.061000ms
18005374	16	99	0.388000ms
18005375	16	130	0.936000ms
18005376	16	113	0.340000ms
18005377	16	142	0.804000ms
18005378	16	143	0.725000ms
18005379	16	122	1.171000ms
18005380	16	103	0.697000ms
18005381	16	119	0.433000ms
18005382	16	145	1.054000ms
18005383	16	115	0.777000ms
18005384	16	110	0.606000ms
18005385	16	128	0.711000ms
18005386	16	47	0.248000ms
18005387	16	184	0.356000ms
18005388	16	125	0.758000ms
18005389	16	93	0.302000ms
18005390	16	122	1.186000ms
18005391	16	88	0.344000ms
18005392	16	126	0.455000ms
18005393	16	77	0.662000ms
18005394	16	113	0.313000ms
18005395	16	131	0.524000ms
18005396	16	138	0.351000ms
18005397	16	108	0.326000ms
18005398	16	144	1.059000ms
18005399	16	127	0.344000ms
18005400	16	90	0.279000ms
18005401	16	135	0.676000ms
18005402	16	106	1.213000ms
18005403	16	121	0.291000ms
18005404	16	101	0.333000ms
18005405	16	112	0.967000ms
18005406	16	102	0.794000ms
18005407	16	116	0.822000ms
18005408	16	135	0.315000ms
18005409	16	103	0.700000ms
18005410	16	163	0.663000ms
18005411	16	171	0.915000ms
18005412	16	119	0.337000ms
18005413	16	123	1.262000ms
18005414	16	101	0.315000ms
18005415	16	121	0.648000ms
18005416	16	393	0.917000ms
18005417	16	120	0.301000ms
18005418	16	136	0.728000ms
18005419	16	124	0.301000ms
18005420	16	138	0.708000ms
18005421	16	93	1.026000ms
18005422	16	97	1.301000ms
18005423	16	121	0.307000ms
18005424	16	111	0.551000ms
18005425	16	153	0.796000ms
18005426	16	119	0.294000ms
18005427	16	97	0.667000ms
18005428	16	109	0.691000ms
18005429	16	92	1.079000ms
18005430	16	89	0.262000ms
18005431	16	150	0.757000ms
18005432	16	69	0.736000ms
18005433	16	162	1.303000ms
18005434	16	86	0.322000ms
18005435	16	109	0.342000ms
18005436	16	114	0.289000ms
18005437	16	82	0.972000ms
18005438	16	95	0.776000ms
18005439	16	108	0.332000ms
18005440	16	107	0.721000ms
18005441	16	125	0.359000ms
18005442	16	91	0.316000ms
18005443	16	98	0.642000ms
18005444	16	115	1.019000ms
18005445	16	100	1.182000ms
18005446	16	129	0.387000ms
18005447	16	149	0.342000ms
18005448	16	113	0.348000ms
18005449	16	125	1.141000ms
18005450	16	104	0.757000ms
18005451	16	117	0.332000ms
18005452	16	140	1.047000ms
18005453	16	96	0.354000ms
18005454	16	113	1.114000ms
18005455	16	126	0.663000ms
18005456	16	112	0.306000ms
18005457	16	225	0.765000ms
18005458	16	133	1.086000ms
18005459	16	97	0.724000ms
18005460	16	92	0.425000ms
18005461	16	119	0.695000ms
18005462	16	78	0.264000ms
18005463	16	121	0.916000ms
18005464	16	134	0.734000ms
18005465	16	78	1.188000ms
18005466	16	114	0.755000ms
18005467	16	145	0.304000ms
18005468	16	84	0.733000ms
18005469	16	110	0.677000ms
18005470	16	118	0.287000ms
18005471	16	129	1.038000ms
18005472	16	105	0.983000ms
18005473	16	114	0.373000ms
18005474	16	102	0.265000ms
18005475	16	146	0.333000ms
18005476	16	114	1.191000ms
18005477	16	144	0.556000ms
18005478	16	111	0.681000ms
18005479	16	156	0.359000ms
18005480	16	120	0.278000ms
18005481	16	148	0.963000ms
18005482	16	95	0.605000ms
18005483	16	194	0.656000ms
18005484	16	99	0.753000ms
18005485	16	135	0.312000ms
18005486	16	116	0.320000ms
18005487	16	116	1.194000ms
18005488	16	102	0.754000ms
18005489	16	108	1.020000ms
18005490	16	142	0.354000ms
18005491	16	155	0.766000ms
18005492	16	118	0.683000ms
18005493	16	103	0.281000ms
18005494	16	106	0.656000ms
18005495	16	117	0.318000ms
18005496	16	131	0.925000ms
18005497	16	132	0.833000ms
18005498	16	107	0.758000ms
18005499	16	108	1.082000ms
18005500	16	132	0.338000ms
18005501	16	150	0.755000ms
18005502	16	108	0.318000ms
18005503	16	87	0.600000ms
18005504	16	85	0.336000ms
18005505	16	103	1.076000ms
18005506	16	99	0.466000ms
18005507	16	147	0.787000ms
18005508	16	94	0.681000ms
18005509	16	121	0.342000ms
18005510	16	109	0.666000ms
18005511	16	87	0.664000ms
18005512	16	114	0.885000ms
18005513	16	127	1.172000ms
18005514	16	107	0.548000ms
18005515	16	124	0.655000ms
18005516	16	105	0.683000ms
18005517	16	129	0.673000ms
18005518	16	108	0.667000ms
18005519	16	88	0.556000ms
18005520	16	118	1.083000ms
18005521	16	127	0.661000ms
18005522	16	106	0.681000ms
18005523	16	104	0.715000ms
18005524	16	97	1.150000ms
18005525	16	127	0.888000ms
18005526	16	116	0.699000ms
18005527	16	117	0.672000ms
18005528	16	136	1.008000ms
18005529	16	106	0.646000ms
18005530	16	260	0.654000ms
18005531	16	98	0.758000ms
18005532	16	122	0.604000ms
18005533	16	180	1.023000ms
18005534	16	74	0.543000ms
18005535	16	146	1.247000ms
18005536	16	89	0.635000ms
18005537	16	112	0.784000ms
18005538	16	152	0.756000ms
18005539	16	155	0.630000ms
18005540	16	106	0.671000ms
18005541	16	91	1.113000ms
18005542	16	82	0.652000ms
18005543	16	136	0.702000ms
18005544	16	136	0.346000ms
18005545	16	100	1.043000ms
18005546	16	95	0.762000ms
18005547	16	113	0.784000ms
18005548	16	113	0.676000ms
18005549	16	110	0.933000ms
18005550	16	143	0.712000ms
18005551	16	108	0.771000ms
18005552	16	97	0.297000ms
18005553	16	94	0.355000ms
18005554	16	140	0.806000ms
18005555	16	118	1.197000ms
18005556	16	157	1.112000ms
18005557	16	108	0.688000ms
18005558	16	129	0.337000ms
18005559	16	131	0.696000ms
18005560	16	159	0.622000ms
18005561	16	109	0.707000ms
18005562	16	110	0.595000ms
18005563	16	150	1.112000ms
18005564	16	398	0.907000ms
18005565	16	118	1.228000ms
18005566	16	112	0.684000ms
18005567	16	128	0.712000ms
18005568	16	88	0.723000ms
18005569	16	146	1.038000ms
18005570	16	130	1.154000ms
18005571	16	131	0.676000ms
18005572	16	105	0.734000ms
18005573	16	191	0.702000ms
18005574	16	180	0.826000ms
18005575	16	237	1.244000ms
18005576	16	128	0.705000ms
18005577	16	170	0.875000ms
18005578	16	201	0.998000ms
18005579	16	93	0.304000ms
18005580	16	108	0.746000ms
18005581	16	86	0.744000ms
18005582	16	133	0.669000ms
18005583	16	117	0.625000ms
18005584	16	127	1.151000ms
18005585	16	137	1.003000ms
18005586	16	112	0.754000ms
18005587	16	119	0.593000ms
18005588	16	123	0.606000ms
18005589	16	141	0.700000ms
18005590	16	110	0.353000ms
18005591	16	124	0.734000ms
18005592	16	135	0.635000ms
18005593	16	148	1.119000ms
18005594	16	178	0.749000ms
18005595	16	170	0.690000ms
18005596	16	132	1.192000ms
18005597	16	101	1.065000ms
18005598	16	130	0.543000ms
18005599	16	248	0.705000ms
18005600	16	114	0.836000ms
18005601	16	121	0.614000ms
18005602	16	82	0.296000ms
18005603	16	139	0.328000ms
18005604	16	108	0.580000ms
18005605	16	137	1.049000ms
18005606	16	95	0.765000ms
18005607	16	104	1.172000ms
18005608	16	116	0.619000ms
18005609	16	99	0.502000ms
18005610	16	139	0.595000ms
18005611	16	115	0.632000ms
18005612	16	103	0.675000ms
18005613	16	108	0.978000ms
18005614	16	129	0.530000ms
18005615	16	104	0.573000ms
18005616	16	117	0.824000ms
18005617	16	120	0.606000ms
18005618	16	121	1.021000ms
18005619	16	112	1.238000ms
18005620	16	111	1.028000ms
18005621	16	125	0.628000ms
18005622	16	142	0.738000ms
18005623	16	126	0.638000ms
18005624	16	117	0.831000ms
18005625	16	118	0.327000ms
18005626	16	122	0.566000ms
18005627	16	120	0.447000ms
18005628	16	131	1.081000ms
18005629	16	104	0.325000ms
18005630	16	149	0.607000ms
18005631	16	119	1.059000ms
18005632	16	75	0.653000ms
18005633	16	160	0.712000ms
18005634	16	123	0.580000ms
18005635	16	105	1.023000ms
18005636	16	141	0.804000ms
18005637	16	129	0.519000ms
18005638	16	129	0.303000ms
18005639	16	177	0.652000ms
18005640	16	226	0.455000ms
18005641	16	107	1.209000ms
18005642	16	125	1.087000ms
18005643	16	147	0.646000ms
18005644	16	104	0.717000ms
18005645	16	127	0.789000ms
18005646	16	114	0.636000ms
18005647	16	137	0.664000ms
18005648	16	142	0.616000ms
18005649	16	130	0.637000ms
18005650	16	110	1.160000ms
18005651	16	94	0.983000ms
18005652	16	87	0.701000ms
18005653	16	123	0.749000ms
18005654	16	130	0.745000ms
18005655	16	191	0.376000ms
18005656	16	83	0.576000ms
18005657	16	147	0.899000ms
18005658	16	126	1.117000ms
18005659	16	166	0.427000ms
18005660	16	107	1.096000ms
18005661	16	121	0.532000ms
18005662	16	155	0.814000ms
18005663	16	90	0.368000ms
18005664	16	155	0.311000ms
18005665	16	124	0.296000ms
18005666	16	231	1.066000ms
18005667	16	93	0.964000ms
18005668	16	129	0.316000ms
18005669	16	117	0.346000ms
18005670	16	127	0.358000ms
18005671	16	91	1.135000ms
18005672	16	166	0.318000ms
18005673	16	150	0.314000ms
18005674	16	136	1.188000ms
18005675	16	95	0.334000ms
18005676	16	104	0.597000ms
18005677	16	115	0.305000ms
18005678	16	110	0.458000ms
18005679	16	106	1.192000ms
18005680	16	109	0.304000ms
18005681	16	121	1.056000ms
18005682	16	76	0.257000ms
18005683	16	141	0.378000ms
18005684	16	205	0.334000ms
18005685	16	59	0.264000ms
18005686	16	89	0.299000ms
18005687	16	218	0.370000ms
18005688	16	187	0.400000ms
18005689	16	92	0.777000ms
18005690	16	135	0.983000ms
18005691	16	127	1.159000ms
18005692	16	147	0.755000ms
18005693	16	129	0.332000ms
18005694	16	155	0.345000ms
18005695	16	140	0.793000ms
18005696	16	118	0.701000ms
18005697	16	140	0.288000ms
18005698	16	28	0.201000ms
18005699	16	186	1.081000ms
18005700	16	99	0.325000ms
18005701	16	99	0.596000ms
18005702	16	165	1.168000ms
18005703	16	112	0.543000ms
18005704	16	137	0.347000ms
18005705	16	99	0.320000ms
18005706	16	120	0.534000ms
18005707	16	124	0.354000ms
18005708	16	115	1.002000ms
18005709	16	99	0.440000ms
18005710	16	124	0.347000ms
18005711	16	102	0.576000ms
18005712	16	399	0.416000ms
18005713	16	109	0.299000ms
18005714	16	153	0.323000ms
18005715	16	147	1.139000ms
18005716	16	209	1.066000ms
18005717	16	147	0.307000ms
18005718	16	125	0.330000ms
18005719	16	129	0.511000ms
18005720	16	134	0.368000ms
18005721	16	102	0.650000ms
18005722	16	124	1.059000ms
18005723	16	126	0.333000ms
18005724	16	130	0.360000ms
18005725	16	126	0.316000ms
18005726	16	110	1.164000ms
18005727	16	97	0.267000ms
18005728	16	134	0.523000ms
18005729	16	116	0.367000ms
18005730	16	116	0.358000ms
18005731	16	106	1.050000ms
18005732	16	131	0.359000ms
18005733	16	135	0.367000ms
18005734	16	128	0.311000ms
18005735	16	103	0.811000ms
18005736	16	133	0.629000ms
18005737	16	119	0.311000ms
18005738	16	113	1.136000ms
18005739	16	110	1.027000ms
18005740	16	136	0.315000ms
18005741	16	117	0.937000ms
18005742	16	154	0.340000ms
18005743	16	109	0.271000ms
18005744	16	92	0.294000ms
18005745	16	128	0.317000ms
18005746	16	116	0.622000ms
18005747	16	146	0.989000ms
18005748	16	127	0.308000ms
18005749	16	139	0.322000ms
18005750	16	82	1.081000ms
18005751	16	143	0.691000ms
18005752	16	134	0.367000ms
18005753	16	122	0.336000ms
18005754	16	135	0.353000ms
18005755	16	110	0.968000ms
18005756	16	112	0.689000ms
18005757	16	146	0.970000ms
18005758	16	114	0.285000ms
18005759	16	90	0.797000ms
18005760	16	116	0.614000ms
18005761	16	115	0.673000ms
18005762	16	138	1.081000ms
18005763	16	94	1.035000ms
18005764	16	101	0.641000ms
18005765	16	98	0.883000ms
18005766	16	139	0.767000ms
18005767	16	124	0.600000ms
18005768	16	92	0.563000ms
18005769	16	95	0.276000ms
18005770	16	102	1.026000ms
18005771	16	97	0.509000ms
18005772	16	151	0.941000ms
18005773	16	94	0.807000ms
18005774	16	96	1.129000ms
18005775	16	109	0.632000ms
18005776	16	83	0.664000ms
18005777	16	109	0.960000ms
18005778	16	131	1.157000ms
18005779	16	128	0.638000ms
18005780	16	91	0.617000ms
18005781	16	126	0.684000ms
18005782	16	106	0.634000ms
18005783	16	106	0.622000ms
18005784	16	141	0.613000ms
18005785	16	89	0.290000ms
18005786	16	166	1.170000ms
18005787	16	128	0.775000ms
18005788	16	119	0.518000ms
18005789	16	115	0.609000ms
18005790	16	149	0.760000ms
18005791	16	170	0.365000ms
18005792	16	145	1.024000ms
18005793	16	123	0.727000ms
18005794	16	110	0.680000ms
18005795	16	102	0.627000ms
18005796	16	125	0.624000ms
18005797	16	124	1.247000ms
18005798	16	156	0.807000ms
18005799	16	120	1.049000ms
18005800	16	101	0.614000ms
18005801	16	132	0.590000ms
18005802	16	108	1.236000ms
18005803	16	110	1.243000ms
18005804	16	83	0.830000ms
18005805	16	72	0.624000ms
18005806	16	146	1.020000ms
18005807	16	102	0.687000ms
18005808	16	136	0.760000ms
18005809	16	100	0.579000ms
18005810	16	112	1.217000ms
18005811	16	144	0.516000ms
18005812	16	133	0.734000ms
18005813	16	73	0.617000ms
18005814	16	134	1.026000ms
18005815	16	138	0.303000ms
18005816	16	134	0.352000ms
18005817	16	137	0.673000ms
18005818	16	156	0.837000ms
18005819	16	125	0.626000ms
18005820	16	116	0.773000ms
18005821	16	128	1.156000ms
18005822	16	150	0.995000ms
18005823	16	132	0.613000ms
18005824	16	110	0.316000ms
18005825	16	110	0.640000ms
18005826	16	134	0.624000ms
18005827	16	146	0.687000ms
18005828	16	113	0.561000ms
18005829	16	119	0.372000ms
18005830	16	132	1.050000ms
18005831	16	85	0.592000ms
18005832	16	151	0.656000ms
18005833	16	165	1.270000ms
18005834	16	103	1.168000ms
18005835	16	128	0.333000ms
18005836	16	83	0.506000ms
18005837	16	117	0.732000ms
18005838	16	134	0.975000ms
18005839	16	102	0.498000ms
18005840	16	184	0.690000ms
18005841	16	96	0.312000ms
18005842	16	202	0.610000ms
18005843	16	106	0.544000ms
18005844	16	100	1.092000ms
18005845	16	108	0.504000ms
18005846	16	110	1.012000ms
18005847	16	144	0.544000ms
18005848	16	167	0.663000ms
18005849	16	121	0.526000ms
18005850	16	124	0.577000ms
18005851	16	111	0.624000ms
18005852	16	146	0.750000ms
18005853	16	111	1.021000ms
18005854	16	132	1.276000ms
18005855	16	122	0.669000ms
18005856	16	123	0.610000ms
18005857	16	117	0.804000ms
18005858	16	139	0.932000ms
18005859	16	114	0.660000ms
18005860	16	127	1.155000ms
18005861	16	72	0.532000ms
18005862	16	442	0.783000ms
18005863	16	143	1.122000ms
18005864	16	92	0.505000ms
18005865	16	142	1.126000ms
18005866	16	102	0.569000ms
18005867	16	124	1.330000ms
18005868	16	69	1.187000ms
18005869	16	138	1.327000ms
18005870	16	89	0.851000ms
18005871	16	100	0.314000ms
18005872	16	107	0.901000ms
18005873	16	97	0.704000ms
18005874	16	111	1.170000ms
18005875	16	98	0.549000ms
18005876	16	92	0.732000ms
18005877	16	137	0.631000ms
18005878	16	138	0.763000ms
18005879	16	131	0.539000ms
18005880	16	135	0.602000ms
18005881	16	134	1.131000ms
18005882	16	146	0.776000ms
18005883	16	178	0.873000ms
18005884	16	145	0.712000ms
18005885	16	101	1.106000ms
18005886	16	157	0.546000ms
18005887	16	127	0.655000ms
18005888	16	95	0.983000ms
18005889	16	137	0.637000ms
18005890	16	119	0.314000ms
18005891	16	143	0.616000ms
18005892	16	136	0.597000ms
18005893	16	113	0.644000ms
18005894	16	129	0.612000ms
18005895	16	124	1.193000ms
18005896	16	124	0.337000ms
18005897	16	164	0.677000ms
18005898	16	82	1.299000ms
18005899	16	160	1.184000ms
18005900	16	103	0.732000ms
18005901	16	105	0.712000ms
18005902	16	138	0.570000ms
18005903	16	113	1.095000ms
18005904	16	106	0.656000ms
18005905	16	119	0.558000ms
18005906	16	137	0.644000ms
18005907	16	109	0.698000ms
18005908	16	146	1.284000ms
18005909	16	129	0.319000ms
18005910	16	102	0.805000ms
18005911	16	119	0.974000ms
18005912	16	117	1.053000ms
18005913	16	230	0.977000ms
18005914	16	101	0.522000ms
18005915	16	119	0.389000ms
18005916	16	167	1.043000ms
18005917	16	124	0.313000ms
18005918	16	131	0.908000ms
18005919	16	131	1.185000ms
18005920	16	124	0.339000ms
18005921	16	159	0.703000ms
18005922	16	126	0.567000ms
18005923	16	145	0.641000ms
18005924	16	96	1.011000ms
